UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4599,L27007,L,295.03,305.35,1321,36.84,180,0,0,0,0,0,0
4600,L86864,L,302.24,312.45,1614,31.72,0,0,0,0,0,0,0
4601,L13389,L,301.58,310.72,1596,38.69,177,0,0,0,0,0,0
4602,M19458,M,300.91,311.85,1367,47.66,70,0,0,0,0,0,0
4603,H78481,H,295.0,305.61,1345,46.61,174,0,0,0,0,0,0
4604,L84888,L,302.57,312.83,1604,43.74,224,0,0,0,0,0,0
4605,M86022,M,297.95,307.65,1434,38.27,245,0,0,0,0,0,0
4606,M51400,M,298.98,308.78,1501,24.29,102,0,0,0,0,0,0
4607,M77628,M,299.66,310.98,1659,34.92,243,0,0,0,0,0,0
4608,L61857,L,300.81,312.4,1621,27.61,179,0,0,0,0,0,0
4609,H74367,H,301.28,311.65,1370,27.63,33,0,0,0,0,0,0
4610,L46527,L,301.79,312.05,1525,43.0,237,1,1,0,0,0,0
4611,L80648,L,301.63,311.48,1367,27.11,116,0,0,0,0,0,0
4612,L26937,L,300.51,312.14,1692,39.63,91,0,0,0,0,0,0
4613,L47672,L,300.83,311.56,1812,21.41,6,0,0,0,0,0,0
4614,L11112,L,297.82,308.89,1383,38.42,173,0,0,0,0,0,0
4615,L45545,L,298.5,309.56,1529,32.18,115,0,0,0,0,0,0
4616,L99017,L,301.79,312.18,1700,43.28,254,0,0,0,0,0,0
4617,M58355,M,301.67,311.21,1539,42.75,215,0,0,0,0,0,0
4618,M85561,M,301.45,311.15,1636,27.8,78,0,0,0,0,0,0
4619,L44082,L,298.97,310.8,1544,35.64,23,0,0,0,0,0,0
4620,M70482,M,301.82,311.8,1345,56.77,90,0,0,0,0,0,0
4621,M89098,M,297.68,307.97,1556,50.55,38,0,0,0,0,0,0
4622,M21304,M,302.15,311.72,1738,21.69,189,0,0,0,0,0,0
4623,L66625,L,299.48,308.96,1592,47.85,194,0,0,0,0,0,0
4624,M82551,M,303.37,313.3,1827,41.07,73,0,0,0,0,0,0
4625,H54885,H,296.96,309.35,1216,49.22,203,0,0,0,0,0,0
4626,M81246,M,303.53,314.0,1603,34.93,168,0,0,0,0,0,0
4627,L22588,L,299.28,309.45,1418,34.84,156,0,0,0,0,0,0
4628,L30967,L,299.24,311.02,1377,28.56,199,0,0,0,0,0,0
4629,M97440,M,300.39,310.94,1775,35.01,201,1,1,0,0,0,0
4630,L34256,L,298.61,310.66,1489,36.84,16,0,0,0,0,0,0
4631,L68348,L,299.86,312.77,1472,43.16,136,0,0,0,0,0,0
4632,L35052,L,298.52,310.25,1597,40.0,118,0,0,0,0,0,0
4633,M90972,M,298.6,309.39,1168,76.6,233,1,1,0,1,1,0
4634,M97351,M,300.97,312.37,1779,41.84,249,0,0,0,0,0,0
4635,L68479,L,298.2,308.91,1878,34.68,14,0,0,0,0,0,0
4636,H90732,H,298.46,307.33,1700,15.7,3,1,0,0,1,0,0
4637,L70200,L,297.25,307.3,1609,39.1,148,0,0,0,0,0,0
4638,M93625,M,298.99,308.74,1496,53.45,70,0,0,0,0,0,0
4639,M93140,M,302.62,312.65,1341,38.15,175,0,0,0,0,0,0
4640,M12506,M,298.31,310.8,1750,50.67,135,1,0,0,1,0,0
4641,H30709,H,298.54,310.36,1700,38.29,45,0,0,0,0,0,0
4642,L68535,L,300.39,311.53,1616,38.07,211,0,0,0,0,0,0
4643,M54840,M,299.26,310.77,1595,27.02,134,0,0,0,0,0,0
4644,L70587,L,304.46,313.26,1589,49.61,109,0,0,0,0,0,0
4645,M69321,M,299.67,311.1,1440,31.52,197,0,0,0,0,0,0
4646,M53202,M,300.67,312.31,1985,24.79,136,0,0,0,0,0,0
4647,M66588,M,301.89,310.35,1484,20.46,205,1,1,0,1,0,0
4648,L13090,L,301.85,313.31,1458,48.1,175,0,0,0,0,0,0
4649,M69231,M,300.47,309.74,1737,37.84,99,0,0,0,0,0,0
4650,L31552,L,299.68,308.41,1530,37.55,51,0,0,0,0,0,0
4651,L90227,L,304.05,314.0,1532,44.33,156,0,0,0,0,0,0
4652,M43741,M,299.8,309.49,1790,37.19,2,0,0,0,0,0,0
4653,L31661,L,299.12,309.1,1657,31.42,108,0,0,0,0,0,0
4654,M51025,M,298.71,310.4,1666,27.64,158,0,0,0,0,0,0
4655,L16092,L,296.55,306.94,1280,25.57,87,1,0,0,1,0,0
4656,L45674,L,301.64,312.16,1607,34.07,62,0,0,0,0,0,0
4657,M10570,M,295.3,305.8,1354,28.48,151,0,0,0,0,0,0
4658,L22084,L,299.99,311.04,1453,41.03,175,0,0,0,0,0,0
4659,L75843,L,299.59,310.06,1567,35.11,99,0,0,0,0,0,0
4660,M70752,M,304.48,314.0,1528,33.72,34,0,0,0,0,0,0
4661,L79278,L,296.34,306.53,1653,43.74,117,0,0,0,0,0,0
4662,M10765,M,298.2,309.25,1674,25.79,24,0,0,0,0,0,0
4663,L34198,L,299.73,310.74,1687,18.27,183,1,0,0,1,0,0
4664,M71201,M,299.6,312.2,1293,41.81,102,0,0,0,0,0,0
4665,M83271,M,298.9,309.22,1960,23.82,246,0,0,0,0,0,0
4666,M91738,M,299.84,310.35,1531,38.57,20,0,0,0,0,0,0
4667,L57199,L,297.48,308.42,1753,25.21,142,0,0,0,0,0,0
4668,M21377,M,300.71,312.38,1168,54.21,225,1,0,0,0,1,0
4669,M89833,M,295.36,305.0,1487,29.15,200,0,0,0,0,0,0
4670,M18036,M,299.95,310.75,1272,33.96,130,0,0,0,0,0,0
4671,L50364,L,298.8,306.99,1380,47.92,120,1,0,1,0,0,0
4672,M99905,M,302.03,312.46,1544,36.68,9,0,0,0,0,0,0
4673,M47443,M,303.51,314.0,1475,27.32,177,0,0,0,0,0,0
4674,L11663,L,299.34,309.31,1772,24.65,206,0,0,0,0,0,0
4675,L49244,L,302.78,313.66,1853,28.03,252,0,0,0,0,0,0
4676,M68391,M,299.37,309.54,1361,30.07,125,0,0,0,0,0,0
4677,L87564,L,298.07,307.91,1447,36.74,79,0,0,0,0,0,0
4678,H95359,H,303.49,314.0,1349,39.78,12,0,0,0,0,0,0
4679,M25077,M,301.04,310.7,1743,25.33,43,0,0,0,0,0,0
4680,M67849,M,300.01,311.0,1564,42.6,235,0,0,0,0,0,0
4681,L29631,L,301.37,312.38,1541,27.7,128,0,0,0,0,0,0
4682,L62652,L,300.55,310.4,1591,47.22,174,0,0,0,0,0,0
4683,H77446,H,299.86,310.72,1479,36.62,249,0,0,0,0,0,0
4684,L43500,L,297.35,307.11,1381,34.65,54,0,0,0,0,0,0
4685,M29897,M,299.46,310.68,1544,42.11,160,0,0,0,0,0,0
4686,L68915,L,301.25,310.63,1487,38.86,199,0,0,0,0,0,0
4687,L47377,L,299.75,310.11,1597,42.68,15,0,0,0,0,0,0
4688,L86670,L,301.8,312.25,1241,23.07,47,1,0,0,1,0,0
4689,L36897,L,300.77,312.58,1569,41.25,34,0,0,0,0,0,0
4690,H57280,H,298.24,309.08,1411,35.34,50,0,0,0,0,0,0
4691,L67320,L,297.36,309.02,1562,37.02,187,0,0,0,0,0,0
4692,L82592,L,299.69,310.94,1698,33.0,77,0,0,0,0,0,0
4693,L78289,L,298.95,310.2,1435,53.37,104,0,0,0,0,0,0
4694,L41941,L,300.67,311.04,1750,17.51,90,1,0,0,1,0,0
4695,L24234,L,298.56,310.28,1222,65.83,171,1,0,0,0,1,0
4696,M85172,M,298.77,309.11,1813,37.19,175,0,0,0,0,0,0
4697,L13376,L,302.11,311.08,1758,33.83,128,0,0,0,0,0,0
4698,L40783,L,300.3,310.78,1375,26.73,230,0,0,0,0,0,0
4699,L51249,L,298.59,309.75,1377,24.22,241,1,0,0,1,0,0
4700,H53025,H,300.04,309.13,1266,38.91,106,0,0,0,0,0,0
4701,L26447,L,302.76,312.57,1701,39.04,93,0,0,0,0,0,0
4702,L95865,L,300.59,310.06,1476,38.77,34,0,0,0,0,0,0
4703,M26713,M,301.19,312.67,1462,44.85,254,0,0,0,0,0,0
4704,L14858,L,298.5,310.87,1333,27.26,137,0,0,0,0,0,0
4705,L61115,L,302.05,312.54,1861,31.13,94,0,0,0,0,0,0
4706,L95008,L,304.5,314.0,1360,53.67,11,0,0,0,0,0,0
4707,M69834,M,298.42,309.62,1539,50.73,103,0,0,0,0,0,0
4708,L92060,L,297.64,309.89,1574,24.99,34,0,0,0,0,0,0
4709,M14539,M,300.35,310.4,1463,35.71,225,0,0,0,0,0,0
4710,M73983,M,301.75,312.23,1427,36.73,166,0,0,0,0,0,0
4711,L28857,L,299.82,310.18,1469,32.91,127,0,0,0,0,0,0
4712,L15364,L,297.89,308.67,1637,42.95,95,0,0,0,0,0,0
4713,L75985,L,299.78,312.99,1473,66.84,203,1,0,0,1,1,0
4714,M69169,M,301.2,311.93,1828,22.62,172,0,0,0,0,0,0
4715,L96366,L,299.19,309.03,1395,45.43,27,0,0,0,0,0,0
4716,L31078,L,301.21,310.76,1671,36.83,210,0,0,0,0,0,0
4717,L47574,L,302.33,314.0,1219,50.73,151,0,0,0,0,0,0
4718,H10869,H,300.48,310.32,1395,54.75,147,0,0,0,0,0,0
4719,L72624,L,299.94,311.31,1388,45.13,213,0,0,0,0,0,0
4720,H50075,H,301.66,311.68,1336,19.98,10,1,0,0,1,0,0
4721,L13659,L,298.29,307.72,1586,23.15,27,0,0,0,0,0,0
4722,L46370,L,298.09,309.4,1515,27.73,236,1,1,0,0,0,0
4723,L68185,L,299.47,309.54,1168,39.87,231,0,0,0,0,0,0
4724,L89921,L,299.02,310.14,1894,29.19,19,0,0,0,0,0,0
4725,L53751,L,298.39,309.59,1567,34.61,196,0,0,0,0,0,0
4726,L72758,L,303.66,314.0,1535,20.31,242,1,0,0,1,0,0
4727,H94873,H,304.34,314.0,1771,19.34,190,0,0,0,0,0,0
4728,M15131,M,299.29,310.68,1713,15.73,115,1,0,0,1,0,0
4729,M11358,M,300.18,309.96,1481,23.65,57,0,0,0,0,0,0
4730,L67371,L,299.62,307.87,1184,60.41,39,1,0,1,0,0,0
4731,L92307,L,302.21,313.62,1637,32.64,6,0,0,0,0,0,0
4732,L89139,L,302.61,313.48,1362,32.06,85,0,0,0,0,0,0
4733,M26246,M,296.45,306.54,1758,16.97,164,1,0,0,1,0,0
4734,H27216,H,300.95,310.18,1395,30.67,232,0,0,0,0,0,0
4735,L51209,L,297.39,306.05,1454,45.4,156,0,0,0,0,0,0
4736,L52987,L,303.52,314.0,1293,49.57,75,0,0,0,0,0,0
4737,L30577,L,300.88,313.23,1308,41.05,92,0,0,0,0,0,0
4738,L52320,L,298.35,308.91,1515,35.29,163,0,0,0,0,0,0
4739,L21301,L,299.52,309.86,1499,21.3,34,1,0,0,1,0,0
4740,M85051,M,299.42,310.1,1449,31.86,106,0,0,0,0,0,0
4741,M10891,M,301.05,313.93,1905,34.26,149,0,0,0,0,0,0
4742,L31972,L,302.08,313.54,1644,28.98,17,0,0,0,0,0,0
4743,L60457,L,297.7,307.47,1537,52.41,184,0,0,0,0,0,0
4744,H64435,H,303.68,314.0,1168,63.84,85,0,0,0,0,0,0
4745,L30932,L,303.21,314.0,1684,30.17,82,0,0,0,0,0,0
4746,L14192,L,298.25,307.89,2074,25.79,33,0,0,0,0,0,0
4747,L26128,L,300.15,311.6,1501,59.38,200,1,0,0,1,1,0
4748,L32836,L,303.42,313.3,1389,49.98,73,0,0,0,0,0,0
4749,L34837,L,302.47,311.65,1564,37.27,82,0,0,0,0,0,0
4750,M32778,M,299.33,310.1,1277,46.94,101,0,0,0,0,0,0
4751,L53130,L,301.63,312.25,1618,36.73,8,0,0,0,0,0,0
4752,L26708,L,304.5,314.0,1805,31.61,50,0,0,0,0,0,0
4753,M34232,M,300.21,310.15,1414,29.67,27,0,0,0,0,0,0
4754,L67266,L,298.73,308.81,1420,36.29,221,0,0,0,0,0,0
4755,M49412,M,300.34,312.17,1521,24.15,24,0,0,0,0,0,0
4756,M14782,M,300.49,311.63,1445,46.84,209,0,0,0,0,0,0
4757,L71196,L,298.95,308.69,1263,43.87,179,0,0,0,0,0,0
4758,M36315,M,300.88,309.63,1466,46.67,25,0,0,0,0,0,0
4759,L20052,L,297.49,307.28,1429,27.31,146,0,0,0,0,0,0
4760,H29521,H,298.67,309.53,1781,43.61,246,0,0,0,0,0,0
4761,L79434,L,301.52,311.58,1743,43.54,218,0,0,0,0,0,0
4762,H92755,H,296.49,306.48,1787,19.45,99,0,0,0,0,0,0
4763,M79690,M,301.81,311.92,1679,29.8,67,0,0,0,0,0,0
4764,L45546,L,295.98,306.6,1572,32.83,48,0,0,0,0,0,0
4765,L89345,L,296.54,308.02,1378,26.64,25,0,0,0,0,0,0
4766,H35972,H,299.0,309.7,1774,30.2,44,0,0,0,0,0,0
4767,M88059,M,300.57,311.34,1598,40.87,66,0,0,0,0,0,0
4768,L74385,L,302.65,313.13,1310,38.59,244,0,0,0,0,0,0
4769,M32030,M,300.12,310.32,1371,23.9,116,1,0,0,1,0,0
4770,L50376,L,299.51,311.1,1308,52.28,99,0,0,0,0,0,0
4771,L95641,L,301.16,312.6,1168,39.35,134,0,0,0,0,0,0
4772,L99831,L,298.26,311.0,1605,29.57,9,0,0,0,0,0,0
4773,L87400,L,300.28,311.59,1312,62.02,236,1,0,0,0,1,0
4774,M88412,M,297.6,307.8,1399,45.02,249,0,0,0,0,0,0
4775,L28055,L,300.17,309.96,1542,29.64,195,0,0,0,0,0,0
4776,M97508,M,299.74,311.39,1501,26.82,134,0,0,0,0,0,0
4777,L35493,L,298.39,308.28,1407,50.57,149,0,0,0,0,0,0
4778,L84861,L,300.33,311.84,1808,38.79,253,0,0,0,0,0,0
4779,L46775,L,300.32,310.26,1260,39.71,221,0,0,0,0,0,0
4780,L61057,L,302.35,313.4,1268,30.96,213,0,0,0,0,0,0
4781,L95909,L,296.79,306.43,1617,38.84,52,0,0,0,0,0,0
4782,L46253,L,299.85,311.33,1422,46.27,28,0,0,0,0,0,0
4783,L96717,L,298.48,307.95,1415,36.71,138,0,0,0,0,0,0
4784,L61884,L,301.74,312.71,1341,30.95,126,0,0,0,0,0,0
4785,L86497,L,301.51,312.01,1596,36.12,190,0,0,0,0,0,0
4786,L27705,L,301.02,311.82,1576,40.56,207,0,0,0,0,0,0
4787,M54676,M,298.59,308.9,1556,32.33,188,0,0,0,0,0,0
4788,H89045,H,301.77,312.05,1430,42.69,55,0,0,0,0,0,0
4789,L17101,L,296.94,307.79,1400,44.62,120,0,0,0,0,0,0
4790,L72495,L,296.53,306.23,1506,48.95,235,1,0,0,0,1,0
4791,L14743,L,297.45,307.14,1709,30.0,56,0,0,0,0,0,0
4792,H18951,H,299.93,310.27,1817,22.55,133,0,0,0,0,0,0
4793,L17014,L,301.35,311.65,1735,32.47,36,0,0,0,0,0,0
4794,L46180,L,295.0,305.0,1626,50.1,12,0,0,0,0,0,0
4795,L66977,L,302.65,314.0,1712,18.72,224,1,0,0,1,0,0
4796,L69534,L,300.26,310.63,1322,18.27,46,1,0,0,1,0,0
4797,L73209,L,296.86,307.34,1407,39.64,242,0,0,0,0,0,0
4798,M51908,M,300.2,309.57,1629,31.83,199,0,0,0,0,0,0
4799,L60918,L,302.19,314.0,1514,35.88,74,0,0,0,0,0,0
4800,M18219,M,301.2,314.0,1596,33.7,224,0,0,0,0,0,0
4801,L17163,L,302.2,312.12,1711,41.9,191,0,0,0,0,0,0
4802,L12470,L,297.27,309.19,1683,33.68,96,0,0,0,0,0,0
4803,H26543,H,299.17,309.78,1339,51.57,171,0,0,0,0,0,0
4804,L29276,L,298.15,310.45,1537,14.19,175,1,0,0,1,0,0
4805,M46881,M,303.44,314.0,1369,36.31,231,1,1,0,0,0,0
4806,L88950,L,301.28,312.08,1395,32.7,90,0,0,0,0,0,0
4807,L17749,L,304.5,312.7,1227,20.02,237,1,0,1,1,0,0
4808,H34182,H,299.06,308.89,1559,37.7,102,0,0,0,0,0,0
4809,L87450,L,298.55,309.27,1214,46.02,145,0,0,0,0,0,0
4810,M90543,M,299.71,310.61,1606,31.51,117,0,0,0,0,0,0
4811,L31383,L,302.76,312.24,1780,31.18,172,0,0,0,0,0,0
4812,M88578,M,299.27,309.24,1630,36.05,159,0,0,0,0,0,0
4813,L35412,L,300.25,311.5,1544,46.5,236,0,0,0,0,0,0
4814,L23181,L,300.19,309.51,1811,36.72,232,0,0,0,0,0,0
4815,M54898,M,300.08,310.91,1594,38.9,23,0,0,0,0,0,0
4816,H69630,H,298.7,310.63,1380,65.48,85,1,0,0,1,0,0
4817,H13405,H,299.73,310.81,1558,30.27,177,0,0,0,0,0,0
4818,M20862,M,299.64,310.68,1888,20.03,58,0,0,0,0,0,0
4819,M64679,M,299.98,308.66,1338,55.38,254,1,0,1,0,1,0
4820,L38688,L,301.89,311.77,1287,65.32,2,0,0,0,0,0,0
4821,L58017,L,303.52,314.0,1646,29.29,66,0,0,0,0,0,0
4822,L22939,L,298.32,308.42,1495,51.54,13,0,0,0,0,0,0
4823,L49585,L,299.22,311.18,1439,34.5,95,0,0,0,0,0,0
4824,L32942,L,298.35,308.44,1308,50.19,200,1,1,0,0,0,0
4825,L15272,L,300.37,310.8,1184,56.14,15,0,0,0,0,0,0
4826,L54134,L,298.92,310.14,1273,37.91,216,1,1,0,0,0,0
4827,M34265,M,300.48,311.28,1826,45.87,196,0,0,0,0,0,0
4828,L58192,L,302.21,313.29,1533,55.69,189,0,0,0,0,0,0
4829,L38668,L,295.0,305.0,1182,36.11,204,0,0,0,0,0,0
4830,L91560,L,300.98,310.55,1748,34.42,186,0,0,0,0,0,0
4831,M79283,M,299.08,308.89,1757,40.06,94,0,0,0,0,0,0
4832,M19297,M,300.92,311.09,1756,17.27,148,1,0,0,1,0,0
4833,M74005,M,298.21,308.68,1459,39.53,167,0,0,0,0,0,0
4834,L68434,L,302.39,314.0,1487,22.61,60,0,0,0,0,0,0
4835,L74749,L,301.83,312.61,1560,42.86,50,0,0,0,0,0,0
4836,L11607,L,301.14,312.32,1787,32.75,200,0,0,0,0,0,0
4837,L69183,L,301.59,312.43,1435,36.19,84,0,0,0,0,0,0
4838,L96994,L,298.51,308.09,1399,24.91,200,0,0,0,0,0,0
4839,L66305,L,298.76,309.48,1660,29.35,9,0,0,0,0,0,0
4840,L37973,L,301.5,312.34,1753,36.93,168,0,0,0,0,0,0
4841,H33117,H,298.46,309.92,1525,37.17,235,0,0,0,0,0,0
4842,H91986,H,302.89,312.52,1656,44.92,11,0,0,0,0,0,0
4843,L91071,L,299.35,308.01,1555,47.23,202,0,0,0,0,0,0
4844,L17645,L,301.0,311.88,1490,48.89,211,0,0,0,0,0,0
4845,L52238,L,304.2,314.0,1386,35.79,241,0,0,0,0,0,0
4846,L79694,L,298.59,309.11,1327,46.35,191,0,0,0,0,0,0
4847,H51773,H,300.14,310.87,1424,30.52,127,0,0,0,0,0,0
4848,L26786,L,302.11,313.69,1359,28.87,254,0,0,0,0,0,0
4849,M50693,M,301.9,312.14,1586,46.8,166,0,0,0,0,0,0
4850,L36578,L,299.34,309.77,1754,22.97,96,0,0,0,0,0,0
4851,H56408,H,298.97,309.75,1572,24.66,191,0,0,0,0,0,0
4852,L79702,L,299.53,309.01,1369,42.94,198,0,0,0,0,0,0
4853,M94845,M,302.9,313.44,1689,31.63,0,0,0,0,0,0,0
4854,L25076,L,299.44,310.08,1588,34.41,13,0,0,0,0,0,0
4855,M29377,M,300.16,312.49,1624,55.61,172,1,0,0,1,0,0
4856,L19278,L,299.15,309.55,1442,29.87,148,0,0,0,0,0,0
4857,L74808,L,301.41,312.31,1739,37.02,172,0,0,0,0,0,0
4858,H43539,H,300.31,311.93,1738,33.68,112,0,0,0,0,0,0
4859,H21440,H,297.99,307.86,1502,47.78,199,0,0,0,0,0,0
4860,M36245,M,298.06,310.14,1664,27.66,80,0,0,0,0,0,0
4861,M32097,M,296.0,308.47,1733,31.2,61,0,0,0,0,0,0
4862,M83703,M,298.34,309.01,1451,40.61,44,0,0,0,0,0,0
4863,L77092,L,301.59,311.75,1520,24.18,181,0,0,0,0,0,0
4864,L11151,L,302.65,314.0,1549,20.29,126,1,0,0,1,0,0
4865,L31698,L,301.37,312.87,1337,42.62,112,0,0,0,0,0,0
4866,M27601,M,301.11,311.89,1614,47.36,78,0,0,0,0,0,0
4867,L36807,L,299.75,311.87,1719,30.4,129,0,0,0,0,0,0
4868,L55302,L,301.55,313.57,1509,35.93,140,0,0,0,0,0,0
4869,L95864,L,300.57,310.94,1596,46.22,243,1,0,0,0,1,0
4870,M18039,M,303.61,314.0,1787,30.87,156,0,0,0,0,0,0
4871,L57427,L,299.8,311.08,1462,46.8,155,0,0,0,0,0,0
4872,L81839,L,302.69,313.41,1600,59.69,7,1,0,0,1,0,0
4873,L68049,L,301.75,311.06,1432,34.23,162,0,0,0,0,0,0
4874,L29053,L,301.47,311.23,1428,38.36,254,0,0,0,0,0,0
4875,L96298,L,295.98,305.32,1597,39.44,23,0,0,0,0,0,0
4876,M99147,M,301.86,313.05,1578,49.83,6,0,0,0,0,0,0
4877,M65413,M,299.74,309.26,1635,34.04,27,0,0,0,0,0,0
4878,M75958,M,299.11,310.0,1549,43.74,213,0,0,0,0,0,0
4879,L41275,L,297.03,309.57,1619,38.47,89,0,0,0,0,0,0
4880,M36597,M,299.99,312.12,1835,30.66,208,0,0,0,0,0,0
4881,L87521,L,300.07,308.93,1726,29.71,190,0,0,0,0,0,0
4882,L78908,L,297.39,306.82,1596,30.43,229,0,0,0,0,0,0
4883,M91619,M,297.05,306.98,1626,62.25,5,1,0,0,1,0,0
4884,L65188,L,300.97,310.5,1481,23.78,121,0,0,0,0,0,0
4885,L44710,L,301.74,310.79,1506,24.28,119,0,0,0,0,0,0
4886,M85486,M,300.38,311.07,1624,37.45,10,0,0,0,0,0,0
4887,L59050,L,302.3,313.71,1551,38.82,37,0,0,0,0,0,0
4888,M59249,M,299.83,311.48,1678,37.79,193,0,0,0,0,0,0
4889,L44247,L,299.89,310.12,1763,25.39,190,0,0,0,0,0,0
4890,M80162,M,298.17,308.59,1517,28.08,31,0,0,0,0,0,0
4891,L36408,L,296.88,307.94,1173,45.35,25,0,0,0,0,0,0
4892,L86313,L,303.71,314.0,1901,36.98,222,0,0,0,0,0,0
4893,M80683,M,302.26,313.77,1418,30.13,31,0,0,0,0,0,0
4894,L15443,L,297.21,308.35,1570,37.87,162,0,0,0,0,0,0
4895,L10079,L,300.31,310.64,1666,29.99,129,0,0,0,0,0,0
4896,L48345,L,299.8,308.64,1789,19.82,130,0,0,0,0,0,0
4897,L22901,L,299.45,311.65,1860,20.94,160,0,0,0,0,0,0
4898,L77759,L,299.18,309.2,1470,47.86,6,0,0,0,0,0,0
4899,L52732,L,300.76,311.82,1749,27.81,212,1,1,0,0,0,0
4900,H89304,H,301.64,310.42,1571,47.82,175,0,0,0,0,0,0
4901,L27507,L,300.8,311.49,2029,27.98,88,0,0,0,0,0,0
4902,L91785,L,299.76,310.56,1733,21.75,79,0,0,0,0,0,0
4903,L45391,L,299.69,310.53,1503,42.67,150,0,0,0,0,0,0
4904,L44171,L,301.87,314.0,1392,32.91,80,0,0,0,0,0,0
4905,H61730,H,300.93,311.0,1168,44.43,96,0,0,0,0,0,0
4906,L17485,L,300.15,311.67,1656,44.38,209,0,0,0,0,0,0
4907,H47748,H,299.93,311.15,1717,22.62,102,0,0,0,0,0,0
4908,L13878,L,300.69,310.71,1669,30.47,214,0,0,0,0,0,0
4909,M11949,M,299.06,310.57,1168,35.77,8,0,0,0,0,0,0
4910,L95380,L,301.64,312.18,1309,30.76,66,0,0,0,0,0,0
4911,M30881,M,297.85,309.42,1622,31.15,175,0,0,0,0,0,0
4912,L61306,L,299.18,311.84,1856,24.25,162,0,0,0,0,0,0
4913,L97150,L,301.22,312.07,1525,35.0,61,0,0,0,0,0,0
4914,L99364,L,297.73,308.15,1731,38.38,151,0,0,0,0,0,0
4915,L19958,L,296.85,308.61,1349,34.5,69,0,0,0,0,0,0
4916,H69185,H,300.13,312.22,1572,23.07,210,1,1,0,0,0,0
4917,L18697,L,296.61,306.42,1486,44.75,247,1,0,0,0,1,0
4918,L97160,L,297.4,307.65,1749,26.56,77,0,0,0,0,0,0
4919,M25493,M,301.51,312.89,1438,58.06,2,0,0,0,0,0,0
4920,L52801,L,299.59,310.16,1837,28.0,5,0,0,0,0,0,0
4921,H31199,H,302.57,312.32,1480,37.41,208,0,0,0,0,0,0
4922,M75792,M,297.59,308.83,1342,18.1,163,1,0,0,1,0,0
4923,L44488,L,299.81,311.18,1348,30.15,85,0,0,0,0,0,0
4924,M40493,M,300.8,311.16,1423,17.32,52,1,0,0,1,0,0
4925,L59002,L,297.66,308.42,1602,38.4,131,0,0,0,0,0,0
4926,L33731,L,302.06,312.19,1425,39.38,9,0,0,0,0,0,0
4927,L17076,L,301.02,310.63,1387,47.81,223,0,0,0,0,0,0
4928,L11071,L,296.78,306.98,1695,40.62,254,0,0,0,0,0,0
4929,M77602,M,299.92,310.7,1168,60.85,238,1,0,0,0,1,0
4930,H51410,H,300.77,310.0,1458,37.1,112,0,0,0,0,0,0
4931,L64327,L,298.82,309.1,1295,45.19,243,0,0,0,0,0,0
4932,L71072,L,297.04,307.83,1379,47.57,48,0,0,0,0,0,0
4933,H51041,H,300.56,312.45,1579,29.08,170,0,0,0,0,0,0
4934,L63326,L,304.42,314.0,1498,29.28,249,0,0,0,0,0,0
4935,L48549,L,299.23,308.68,1482,53.55,195,0,0,0,0,0,0
4936,L63096,L,303.14,313.63,1749,17.97,12,1,0,0,1,0,0
4937,H65578,H,298.5,308.63,1533,42.06,82,0,0,0,0,0,0
4938,L56390,L,300.43,311.68,1860,33.43,109,0,0,0,0,0,0
4939,M56052,M,301.54,311.91,1663,24.77,118,0,0,0,0,0,0
4940,M53167,M,299.98,307.97,1361,35.07,170,1,0,1,0,0,0
4941,L64587,L,299.4,313.8,1883,27.71,245,0,0,0,0,0,0
4942,L71292,L,301.45,312.29,1585,38.11,101,0,0,0,0,0,0
4943,M85419,M,303.78,314.0,1872,33.3,175,0,0,0,0,0,0
4944,L52139,L,300.6,309.76,1487,38.23,217,0,0,0,0,0,0
4945,M97753,M,298.97,308.2,1584,37.88,157,0,0,0,0,0,0
4946,H20707,H,299.62,310.23,1613,41.38,42,0,0,0,0,0,0
4947,M23140,M,304.5,314.0,1505,43.91,158,0,0,0,0,0,0
4948,M21093,M,300.27,311.67,1764,44.94,50,0,0,0,0,0,0
4949,M92036,M,298.81,309.75,1883,38.37,37,0,0,0,0,0,0
4950,M82043,M,297.71,307.22,1168,49.27,203,0,0,0,0,0,0
4951,L15830,L,296.35,305.0,1682,39.53,146,0,0,0,0,0,0
4952,L40608,L,300.73,311.33,1374,46.12,150,0,0,0,0,0,0
4953,L57287,L,301.31,311.48,1168,51.07,177,0,0,0,0,0,0
4954,M43427,M,299.21,308.64,1628,27.55,173,0,0,0,0,0,0
4955,L94042,L,299.97,311.5,1628,36.61,40,0,0,0,0,0,0
4956,M38395,M,297.66,306.78,1657,16.72,201,1,0,0,1,0,0
4957,L27970,L,300.27,311.58,1602,45.36,78,1,0,0,0,0,1
4958,M80218,M,300.96,310.25,1693,36.82,113,0,0,0,0,0,0
4959,L86475,L,298.93,309.76,1426,38.57,144,0,0,0,0,0,0
4960,M84362,M,303.38,314.0,1582,32.4,179,0,0,0,0,0,0
4961,L33371,L,298.33,308.69,1661,40.15,12,0,0,0,0,0,0
4962,L99895,L,300.57,312.96,1779,47.01,151,0,0,0,0,0,0
4963,L29266,L,301.7,314.0,1543,40.62,79,0,0,0,0,0,0
4964,M29195,M,299.85,310.78,1497,56.49,230,1,0,0,0,1,0
